combined_shot_type,loc_x,loc_y,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_range,opponent,shot_id
Layup,0,0,5,2,0,2009-10,7,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,HOU,14974
Layup,0,0,3,2,0,2009-10,56,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,HOU,14975
Jump Shot,86,58,10,3,0,2009-10,14,10,0.0,2PT Field Goal,Right Side(R),8-16 ft.,HOU,14976
Layup,0,0,7,3,0,2009-10,53,0,,2PT Field Goal,Center(C),Less Than 8 ft.,HOU,14977
Jump Shot,72,113,5,3,0,2009-10,19,13,1.0,2PT Field Goal,Right Side(R),8-16 ft.,HOU,14978
Layup,0,0,0,3,0,2009-10,14,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,HOU,14981
Jump Shot,32,190,7,4,0,2009-10,12,19,,2PT Field Goal,Center(C),16-24 ft.,HOU,14982
Jump Shot,-109,28,5,4,0,2009-10,20,11,0.0,2PT Field Goal,Left Side(L),8-16 ft.,HOU,14983
Jump Shot,-127,244,4,4,0,2009-10,44,27,0.0,3PT Field Goal,Left Side Center(LC),24+ ft.,HOU,14984
Layup,0,0,3,4,0,2009-10,50,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,HOU,14985
Jump Shot,91,156,4,5,0,2009-10,20,18,0.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,HOU,14987
Jump Shot,-157,28,2,5,0,2009-10,7,15,1.0,2PT Field Goal,Left Side(L),8-16 ft.,HOU,14989
Jump Shot,0,137,1,5,0,2009-10,30,13,1.0,2PT Field Goal,Center(C),8-16 ft.,HOU,14990
Jump Shot,121,55,0,5,0,2009-10,47,13,0.0,2PT Field Goal,Right Side(R),8-16 ft.,HOU,14991
Jump Shot,-112,75,11,1,0,2009-10,16,13,0.0,2PT Field Goal,Left Side(L),8-16 ft.,MEM,14992
Dunk,0,0,11,1,0,2009-10,6,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,MEM,14993
Dunk,0,0,10,1,0,2009-10,12,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,MEM,14994
Layup,0,0,9,1,0,2009-10,19,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,MEM,14995
Jump Shot,84,52,7,1,0,2009-10,15,9,1.0,2PT Field Goal,Right Side(R),8-16 ft.,MEM,14996
Jump Shot,-45,96,6,1,0,2009-10,33,10,0.0,2PT Field Goal,Center(C),8-16 ft.,MEM,14997
Layup,0,0,6,1,0,2009-10,10,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,MEM,14998
Jump Shot,-179,3,3,1,0,2009-10,43,17,0.0,2PT Field Goal,Left Side(L),16-24 ft.,MEM,14999
Jump Shot,62,31,2,1,0,2009-10,36,6,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,MEM,15000
Jump Shot,58,126,5,2,0,2009-10,2,13,1.0,2PT Field Goal,Center(C),8-16 ft.,MEM,15001
Jump Shot,-41,127,4,2,0,2009-10,14,13,1.0,2PT Field Goal,Center(C),8-16 ft.,MEM,15002
Layup,0,0,2,2,0,2009-10,5,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,MEM,15004
Dunk,0,0,1,2,0,2009-10,14,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,MEM,15005
Layup,0,0,11,3,0,2009-10,19,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,MEM,15007
Layup,0,0,8,3,0,2009-10,9,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,MEM,15008
Jump Shot,-21,85,6,3,0,2009-10,38,8,0.0,2PT Field Goal,Center(C),8-16 ft.,MEM,15010
Dunk,0,0,6,3,0,2009-10,2,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,MEM,15011
Jump Shot,-144,93,1,3,0,2009-10,33,17,,2PT Field Goal,Left Side(L),16-24 ft.,MEM,15012
Layup,0,0,0,3,0,2009-10,43,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,MEM,15013
Jump Shot,51,23,0,3,0,2009-10,41,5,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,MEM,15014
Jump Shot,81,17,5,4,0,2009-10,32,8,,2PT Field Goal,Right Side(R),8-16 ft.,MEM,15016
Jump Shot,83,148,4,4,0,2009-10,26,16,1.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,MEM,15017
Jump Shot,94,9,3,4,0,2009-10,39,9,1.0,2PT Field Goal,Right Side(R),8-16 ft.,MEM,15018
Jump Shot,-153,-3,3,4,0,2009-10,12,15,0.0,2PT Field Goal,Left Side(L),8-16 ft.,MEM,15019
Jump Shot,-15,104,1,4,0,2009-10,59,10,1.0,2PT Field Goal,Center(C),8-16 ft.,MEM,15020
Jump Shot,-24,31,1,4,0,2009-10,29,3,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,MEM,15021
Layup,0,0,11,1,0,2009-10,47,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,NOH,15022
Jump Shot,-45,156,9,1,0,2009-10,28,16,1.0,2PT Field Goal,Center(C),16-24 ft.,NOH,15023
Dunk,0,0,8,1,0,2009-10,30,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,NOH,15025
Jump Shot,-117,225,6,1,0,2009-10,58,25,0.0,3PT Field Goal,Left Side Center(LC),24+ ft.,NOH,15026
Jump Shot,97,162,6,1,0,2009-10,49,18,0.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,NOH,15027
Layup,0,0,6,1,0,2009-10,2,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,NOH,15028
Jump Shot,103,127,5,1,0,2009-10,26,16,0.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,NOH,15029
Jump Shot,84,7,2,1,0,2009-10,15,8,,2PT Field Goal,Right Side(R),8-16 ft.,NOH,15031
Jump Shot,-51,94,7,2,0,2009-10,19,10,1.0,2PT Field Goal,Center(C),8-16 ft.,NOH,15032
Jump Shot,-111,247,5,2,0,2009-10,49,27,0.0,3PT Field Goal,Left Side Center(LC),24+ ft.,NOH,15033
Jump Shot,-98,64,5,2,0,2009-10,4,11,1.0,2PT Field Goal,Left Side(L),8-16 ft.,NOH,15034
Jump Shot,-105,156,4,2,0,2009-10,28,18,1.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,NOH,15035
Bank Shot,31,53,2,2,0,2009-10,3,6,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,NOH,15037
Jump Shot,184,1,5,3,0,2009-10,13,18,,2PT Field Goal,Right Side(R),16-24 ft.,NOH,15040
Jump Shot,95,74,10,4,0,2009-10,36,12,0.0,2PT Field Goal,Right Side(R),8-16 ft.,NOH,15041
Jump Shot,-123,110,7,4,0,2009-10,55,16,,2PT Field Goal,Left Side Center(LC),16-24 ft.,NOH,15042
Jump Shot,-100,91,11,1,0,2009-10,21,13,0.0,2PT Field Goal,Left Side(L),8-16 ft.,PHX,15043
Hook Shot,-10,33,9,1,0,2009-10,20,3,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,PHX,15044
Jump Shot,59,113,7,1,0,2009-10,54,12,1.0,2PT Field Goal,Center(C),8-16 ft.,PHX,15045
Jump Shot,54,108,6,1,0,2009-10,31,12,1.0,2PT Field Goal,Center(C),8-16 ft.,PHX,15046
Layup,0,0,4,1,0,2009-10,23,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,PHX,15048
Layup,0,0,2,1,0,2009-10,6,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,PHX,15050
Jump Shot,-68,213,0,1,0,2009-10,7,22,0.0,2PT Field Goal,Center(C),16-24 ft.,PHX,15051
Jump Shot,36,118,6,2,0,2009-10,8,12,1.0,2PT Field Goal,Center(C),8-16 ft.,PHX,15052
Layup,0,0,5,2,0,2009-10,12,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,PHX,15053
Jump Shot,-185,9,3,2,0,2009-10,58,18,0.0,2PT Field Goal,Left Side(L),16-24 ft.,PHX,15054
Jump Shot,-78,82,2,2,0,2009-10,33,11,0.0,2PT Field Goal,Left Side(L),8-16 ft.,PHX,15055
Layup,0,0,11,3,0,2009-10,43,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,PHX,15057
Jump Shot,91,148,11,3,0,2009-10,22,17,1.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,PHX,15058
Dunk,0,0,5,3,0,2009-10,37,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,PHX,15059
Jump Shot,23,132,10,4,0,2009-10,37,13,,2PT Field Goal,Center(C),8-16 ft.,PHX,15060
Jump Shot,155,4,9,4,0,2009-10,56,15,1.0,2PT Field Goal,Right Side(R),8-16 ft.,PHX,15061
Jump Shot,-54,45,9,4,0,2009-10,10,7,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,PHX,15062
Jump Shot,173,-16,8,4,0,2009-10,48,17,0.0,2PT Field Goal,Right Side(R),16-24 ft.,PHX,15063
Jump Shot,122,37,11,1,0,2009-10,14,12,0.0,2PT Field Goal,Right Side(R),8-16 ft.,DEN,15064
Jump Shot,147,37,9,1,0,2009-10,15,15,,2PT Field Goal,Right Side(R),8-16 ft.,DEN,15065
Jump Shot,-121,225,7,1,0,2009-10,33,25,0.0,3PT Field Goal,Left Side Center(LC),24+ ft.,DEN,15066
Jump Shot,-4,165,4,1,0,2009-10,45,16,1.0,2PT Field Goal,Center(C),16-24 ft.,DEN,15067
Jump Shot,-111,55,0,1,0,2009-10,41,12,1.0,2PT Field Goal,Left Side(L),8-16 ft.,DEN,15069
Jump Shot,176,55,8,2,0,2009-10,14,18,1.0,2PT Field Goal,Right Side(R),16-24 ft.,DEN,15071
Jump Shot,-209,67,5,2,0,2009-10,2,21,0.0,2PT Field Goal,Left Side(L),16-24 ft.,DEN,15072
Jump Shot,195,146,2,2,0,2009-10,30,24,1.0,3PT Field Goal,Right Side Center(RC),24+ ft.,DEN,15074
Jump Shot,81,156,1,2,0,2009-10,21,17,1.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,DEN,15075
Jump Shot,-185,42,0,2,0,2009-10,44,18,0.0,2PT Field Goal,Left Side(L),16-24 ft.,DEN,15076
Jump Shot,162,134,10,3,0,2009-10,27,21,0.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,DEN,15077
Layup,0,0,5,3,0,2009-10,48,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,DEN,15078
Jump Shot,-133,123,3,3,0,2009-10,26,18,,2PT Field Goal,Left Side Center(LC),16-24 ft.,DEN,15079
Jump Shot,225,56,1,3,0,2009-10,54,23,0.0,3PT Field Goal,Right Side(R),24+ ft.,DEN,15080
Layup,0,0,9,1,0,2009-10,41,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,HOU,15082
Dunk,0,0,8,1,0,2009-10,54,0,,2PT Field Goal,Center(C),Less Than 8 ft.,HOU,15083
Jump Shot,162,19,6,1,0,2009-10,17,16,0.0,2PT Field Goal,Right Side(R),16-24 ft.,HOU,15085
Jump Shot,100,0,5,1,0,2009-10,28,10,,2PT Field Goal,Right Side(R),8-16 ft.,HOU,15086
Layup,0,0,4,1,0,2009-10,44,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,HOU,15087
Jump Shot,-150,14,8,2,0,2009-10,2,15,0.0,2PT Field Goal,Left Side(L),8-16 ft.,HOU,15089
Layup,0,0,6,2,0,2009-10,59,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,HOU,15090
Layup,0,0,4,2,0,2009-10,8,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,HOU,15091
Jump Shot,45,94,0,2,0,2009-10,57,10,1.0,2PT Field Goal,Center(C),8-16 ft.,HOU,15093
Layup,0,0,10,3,0,2009-10,8,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,HOU,15094
Layup,0,0,7,3,0,2009-10,3,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,HOU,15096
Jump Shot,99,241,3,4,0,2009-10,24,26,0.0,3PT Field Goal,Right Side Center(RC),24+ ft.,HOU,15099
Jump Shot,10,93,2,4,0,2009-10,46,9,0.0,2PT Field Goal,Center(C),8-16 ft.,HOU,15100
Jump Shot,18,165,11,1,0,2009-10,14,16,,2PT Field Goal,Center(C),16-24 ft.,DET,15101
Jump Shot,-8,75,9,1,0,2009-10,25,7,,2PT Field Goal,Center(C),Less Than 8 ft.,DET,15102
Jump Shot,110,45,7,1,0,2009-10,1,11,0.0,2PT Field Goal,Right Side(R),8-16 ft.,DET,15103
Layup,0,0,6,1,0,2009-10,27,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,DET,15104
Jump Shot,-108,69,5,1,0,2009-10,23,12,,2PT Field Goal,Left Side(L),8-16 ft.,DET,15105
Jump Shot,15,33,4,1,0,2009-10,23,3,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,DET,15106
Jump Shot,-98,102,2,1,0,2009-10,48,14,1.0,2PT Field Goal,Left Side(L),8-16 ft.,DET,15107
Layup,0,0,1,1,0,2009-10,47,0,,2PT Field Goal,Center(C),Less Than 8 ft.,DET,15108
Jump Shot,18,189,6,2,0,2009-10,58,18,,2PT Field Goal,Center(C),16-24 ft.,DET,15109
Layup,0,0,6,2,0,2009-10,29,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,DET,15110
Hook Shot,-5,30,6,2,0,2009-10,27,3,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,DET,15111
Layup,0,0,4,2,0,2009-10,53,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,DET,15112
Jump Shot,159,39,3,2,0,2009-10,53,16,1.0,2PT Field Goal,Right Side(R),16-24 ft.,DET,15113
Jump Shot,125,162,3,2,0,2009-10,16,20,,2PT Field Goal,Right Side Center(RC),16-24 ft.,DET,15114
Layup,0,0,10,3,0,2009-10,23,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,DET,15116
Layup,0,0,8,3,0,2009-10,38,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,DET,15117
Jump Shot,69,25,6,3,0,2009-10,36,7,,2PT Field Goal,Center(C),Less Than 8 ft.,DET,15118
Jump Shot,-24,143,5,3,0,2009-10,32,14,,2PT Field Goal,Center(C),8-16 ft.,DET,15119
Jump Shot,-108,121,1,3,0,2009-10,54,16,1.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,DET,15121
Jump Shot,21,126,0,3,0,2009-10,33,12,1.0,2PT Field Goal,Center(C),8-16 ft.,DET,15122
Tip Shot,0,0,0,3,0,2009-10,4,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,DET,15123
Layup,0,0,6,4,0,2009-10,3,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,DET,15124
Jump Shot,-57,12,5,4,0,2009-10,58,5,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,DET,15125
Jump Shot,97,244,3,4,0,2009-10,3,26,0.0,3PT Field Goal,Right Side Center(RC),24+ ft.,DET,15127
Layup,0,0,1,4,0,2009-10,59,0,,2PT Field Goal,Center(C),Less Than 8 ft.,DET,15128
Jump Shot,-155,231,0,4,0,2009-10,19,27,1.0,3PT Field Goal,Left Side Center(LC),24+ ft.,DET,15129
Jump Shot,21,82,8,1,0,2009-10,20,8,,2PT Field Goal,Center(C),8-16 ft.,CHI,15130
Jump Shot,67,132,5,1,0,2009-10,44,14,,2PT Field Goal,Center(C),8-16 ft.,CHI,15131
Jump Shot,-168,186,5,1,0,2009-10,19,25,,3PT Field Goal,Left Side Center(LC),24+ ft.,CHI,15132
Layup,0,0,1,1,0,2009-10,55,0,,2PT Field Goal,Center(C),Less Than 8 ft.,CHI,15134
Layup,0,0,10,2,0,2009-10,20,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,CHI,15135
Jump Shot,-54,112,9,2,0,2009-10,26,12,0.0,2PT Field Goal,Center(C),8-16 ft.,CHI,15136
Jump Shot,132,63,8,2,0,2009-10,3,14,,2PT Field Goal,Right Side(R),8-16 ft.,CHI,15137
Jump Shot,-136,208,7,2,0,2009-10,30,24,0.0,3PT Field Goal,Left Side Center(LC),24+ ft.,CHI,15138
Jump Shot,-40,86,6,2,0,2009-10,54,9,,2PT Field Goal,Center(C),8-16 ft.,CHI,15139
Jump Shot,56,60,6,2,0,2009-10,49,8,0.0,2PT Field Goal,Right Side(R),8-16 ft.,CHI,15140
Jump Shot,80,63,5,2,0,2009-10,5,10,0.0,2PT Field Goal,Right Side(R),8-16 ft.,CHI,15141
Jump Shot,-112,131,3,2,0,2009-10,25,17,0.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,CHI,15142
Jump Shot,97,173,11,3,0,2009-10,16,19,0.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,CHI,15144
Layup,0,0,8,3,0,2009-10,20,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,CHI,15145
Jump Shot,-122,36,3,3,0,2009-10,2,12,0.0,2PT Field Goal,Left Side(L),8-16 ft.,CHI,15146
Jump Shot,144,71,1,3,0,2009-10,34,16,0.0,2PT Field Goal,Right Side(R),16-24 ft.,CHI,15147
Jump Shot,-70,121,7,4,0,2009-10,21,13,1.0,2PT Field Goal,Left Side(L),8-16 ft.,CHI,15148
Jump Shot,118,175,5,4,0,2009-10,57,21,1.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,CHI,15149
Jump Shot,-187,134,4,4,0,2009-10,49,23,,2PT Field Goal,Left Side(L),16-24 ft.,CHI,15150
Jump Shot,-106,183,8,1,0,2009-10,58,21,0.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,OKC,15151
Layup,0,0,8,1,0,2009-10,26,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,OKC,15152
Layup,0,0,7,1,0,2009-10,30,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,OKC,15153
Jump Shot,151,220,4,1,0,2009-10,33,26,,3PT Field Goal,Right Side Center(RC),24+ ft.,OKC,15154
Jump Shot,100,116,3,1,0,2009-10,22,15,0.0,2PT Field Goal,Right Side(R),8-16 ft.,OKC,15155
Jump Shot,65,56,1,1,0,2009-10,20,8,1.0,2PT Field Goal,Right Side(R),8-16 ft.,OKC,15157
Layup,0,0,0,1,0,2009-10,39,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,OKC,15158
Jump Shot,77,124,0,1,0,2009-10,0,14,1.0,2PT Field Goal,Right Side(R),8-16 ft.,OKC,15159
Jump Shot,204,-11,3,2,0,2009-10,53,20,0.0,2PT Field Goal,Right Side(R),16-24 ft.,OKC,15160
Jump Shot,129,58,3,2,0,2009-10,35,14,,2PT Field Goal,Right Side(R),8-16 ft.,OKC,15161
Jump Shot,-150,80,2,2,0,2009-10,53,17,0.0,2PT Field Goal,Left Side(L),16-24 ft.,OKC,15162
Jump Shot,53,119,1,2,0,2009-10,58,13,1.0,2PT Field Goal,Center(C),8-16 ft.,OKC,15163
Jump Shot,95,157,9,3,0,2009-10,41,18,1.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,OKC,15165
Jump Shot,53,56,8,3,0,2009-10,29,7,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,OKC,15166
Layup,0,0,4,3,0,2009-10,10,0,,2PT Field Goal,Center(C),Less Than 8 ft.,OKC,15167
Jump Shot,94,96,3,3,0,2009-10,42,13,0.0,2PT Field Goal,Right Side(R),8-16 ft.,OKC,15168
Jump Shot,100,4,0,3,0,2009-10,24,10,,2PT Field Goal,Right Side(R),8-16 ft.,OKC,15169
Layup,0,0,11,4,0,2009-10,50,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,OKC,15170
Layup,0,0,11,4,0,2009-10,21,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,OKC,15171
Jump Shot,81,250,9,4,0,2009-10,25,26,0.0,3PT Field Goal,Center(C),24+ ft.,OKC,15172
Jump Shot,-52,28,9,4,0,2009-10,0,5,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,OKC,15173
Jump Shot,-16,205,11,1,0,2009-10,48,20,1.0,2PT Field Goal,Center(C),16-24 ft.,NYK,15174
Layup,0,0,10,1,0,2009-10,17,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,NYK,15175
Jump Shot,73,149,4,1,0,2009-10,47,16,1.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,NYK,15176
Jump Shot,-125,217,3,1,0,2009-10,29,25,,3PT Field Goal,Left Side Center(LC),24+ ft.,NYK,15177
Jump Shot,-32,123,1,1,0,2009-10,46,12,1.0,2PT Field Goal,Center(C),8-16 ft.,NYK,15179
Jump Shot,211,37,10,2,0,2009-10,47,21,1.0,2PT Field Goal,Right Side(R),16-24 ft.,NYK,15180
Jump Shot,-98,134,4,2,0,2009-10,55,16,0.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,NYK,15181
Jump Shot,-35,160,4,2,0,2009-10,0,16,1.0,2PT Field Goal,Center(C),16-24 ft.,NYK,15182
Jump Shot,-169,17,2,2,0,2009-10,44,16,1.0,2PT Field Goal,Left Side(L),16-24 ft.,NYK,15183
Layup,0,0,0,2,0,2009-10,46,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,NYK,15184
Jump Shot,-172,179,0,2,0,2009-10,41,24,0.0,3PT Field Goal,Left Side Center(LC),24+ ft.,NYK,15185
Layup,0,0,8,3,0,2009-10,4,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,NYK,15186
Layup,0,0,6,3,0,2009-10,24,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,NYK,15187
Jump Shot,-120,6,4,3,0,2009-10,34,12,1.0,2PT Field Goal,Left Side(L),8-16 ft.,NYK,15188
Layup,0,0,3,3,0,2009-10,9,0,,2PT Field Goal,Center(C),Less Than 8 ft.,NYK,15189
Jump Shot,230,-6,0,3,0,2009-10,38,23,1.0,3PT Field Goal,Right Side(R),24+ ft.,NYK,15190
Jump Shot,-27,80,0,3,0,2009-10,1,8,1.0,2PT Field Goal,Center(C),8-16 ft.,NYK,15191
Jump Shot,-171,192,11,4,0,2009-10,46,25,0.0,3PT Field Goal,Left Side Center(LC),24+ ft.,NYK,15192
Layup,0,0,1,4,0,2009-10,51,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,NYK,15193
Jump Shot,114,42,11,2,0,2009-10,26,12,0.0,2PT Field Goal,Right Side(R),8-16 ft.,GSW,15194
Jump Shot,-70,167,10,2,0,2009-10,50,18,0.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,GSW,15195
Jump Shot,119,63,10,2,0,2009-10,19,13,,2PT Field Goal,Right Side(R),8-16 ft.,GSW,15196
Jump Shot,80,52,9,2,0,2009-10,2,9,0.0,2PT Field Goal,Right Side(R),8-16 ft.,GSW,15197
Jump Shot,230,48,7,2,0,2009-10,53,23,0.0,3PT Field Goal,Right Side(R),24+ ft.,GSW,15199
Jump Shot,67,156,10,3,0,2009-10,31,16,1.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,GSW,15201
Jump Shot,31,25,10,3,0,2009-10,6,3,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,GSW,15202
Jump Shot,-127,138,9,3,0,2009-10,12,18,,2PT Field Goal,Left Side Center(LC),16-24 ft.,GSW,15203
Jump Shot,69,124,6,3,0,2009-10,10,14,1.0,2PT Field Goal,Center(C),8-16 ft.,GSW,15204
Jump Shot,-106,37,5,3,0,2009-10,16,11,0.0,2PT Field Goal,Left Side(L),8-16 ft.,GSW,15205
Layup,-4,26,4,3,0,2009-10,51,2,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,GSW,15206
Jump Shot,-48,64,2,3,0,2009-10,15,8,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,GSW,15207
Jump Shot,-109,132,11,4,0,2009-10,47,17,0.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,GSW,15209
Bank Shot,-112,15,10,4,0,2009-10,45,11,,2PT Field Goal,Left Side(L),8-16 ft.,GSW,15210
Jump Shot,-161,186,10,4,0,2009-10,23,24,1.0,3PT Field Goal,Left Side Center(LC),24+ ft.,GSW,15211
Jump Shot,72,50,9,4,0,2009-10,50,8,0.0,2PT Field Goal,Right Side(R),8-16 ft.,GSW,15212
Jump Shot,113,145,8,4,0,2009-10,46,18,1.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,GSW,15213
Jump Shot,106,102,7,1,0,2009-10,52,14,1.0,2PT Field Goal,Right Side(R),8-16 ft.,NJN,15215
Jump Shot,-169,198,7,1,0,2009-10,37,26,,3PT Field Goal,Left Side Center(LC),24+ ft.,NJN,15216
Jump Shot,-161,201,6,1,0,2009-10,59,25,0.0,3PT Field Goal,Left Side Center(LC),24+ ft.,NJN,15217
Jump Shot,4,93,5,1,0,2009-10,39,9,0.0,2PT Field Goal,Center(C),8-16 ft.,NJN,15219
Jump Shot,45,258,3,1,0,2009-10,35,26,1.0,3PT Field Goal,Center(C),24+ ft.,NJN,15220
Jump Shot,64,33,2,1,0,2009-10,27,7,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,NJN,15221
Layup,0,0,1,1,0,2009-10,47,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,NJN,15222
Jump Shot,-114,233,0,1,0,2009-10,5,25,,3PT Field Goal,Left Side Center(LC),24+ ft.,NJN,15223
Hook Shot,-8,60,5,2,0,2009-10,1,6,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,NJN,15224
Jump Shot,2,261,3,2,0,2009-10,43,26,1.0,3PT Field Goal,Center(C),24+ ft.,NJN,15225
Jump Shot,1,261,2,2,0,2009-10,54,26,,3PT Field Goal,Center(C),24+ ft.,NJN,15226
Jump Shot,-144,231,1,2,0,2009-10,25,27,1.0,3PT Field Goal,Left Side Center(LC),24+ ft.,NJN,15227
Jump Shot,94,48,11,3,0,2009-10,42,10,1.0,2PT Field Goal,Right Side(R),8-16 ft.,NJN,15228
Jump Shot,-19,105,10,3,0,2009-10,16,10,1.0,2PT Field Goal,Center(C),8-16 ft.,NJN,15229
Jump Shot,173,201,6,3,0,2009-10,52,26,,3PT Field Goal,Right Side Center(RC),24+ ft.,NJN,15230
Jump Shot,159,143,9,1,0,2009-10,53,21,1.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,NOH,15232
Jump Shot,-37,58,8,1,0,2009-10,56,6,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,NOH,15233
Jump Shot,111,233,8,1,0,2009-10,2,25,,3PT Field Goal,Right Side Center(RC),24+ ft.,NOH,15234
Layup,0,0,3,1,0,2009-10,39,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,NOH,15235
Jump Shot,-131,167,3,1,0,2009-10,24,21,1.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,NOH,15236
Jump Shot,-29,178,4,2,0,2009-10,31,18,0.0,2PT Field Goal,Center(C),16-24 ft.,NOH,15237
Layup,0,0,4,3,0,2009-10,3,0,,2PT Field Goal,Center(C),Less Than 8 ft.,NOH,15241
Jump Shot,67,26,6,1,0,2009-10,11,7,,2PT Field Goal,Center(C),Less Than 8 ft.,MIA,15242
Layup,0,0,5,1,0,2009-10,36,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,MIA,15243
Jump Shot,12,67,11,2,0,2009-10,43,6,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,MIA,15244
Jump Shot,-108,138,9,2,0,2009-10,20,17,1.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,MIA,15245
Jump Shot,237,-10,8,2,0,2009-10,6,23,,3PT Field Goal,Right Side(R),24+ ft.,MIA,15246
